CustomerID,Age,Gender,Income,PurchaseFrequency,AvgPurchaseValue,Tenure,Churn
603,53.0,Female,130053.0,26,660.42,5,0
604,27.0,Male,190065.0,29,1069.26,2,0
605,54.0,Female,155938.0,33,107.75,1,0
606,26.0,Male,140426.0,36,176.66,9,0
607,,Female,79027.0,5,,1,0
608,52.0,Female,522630.0,6,599.76,4,0
609,,Female,107601.0,31,938.62,2,0
610,52.0,Male,44956.0,31,819.65,4,0
611,,Male,119797.0,24,983.65,8,1
612,53.0,Female,,32,263.37,8,0
613,35.0,Female,141303.0,6,969.88,9,1
614,66.0,Male,,11,434.08,5,0
615,56.0,Male,193313.0,15,350.78,7,0
616,49.0,Male,57533.0,15,55.1,3,0
617,41.0,Female,174342.0,35,57.5,4,0
618,,Male,93815.0,12,693.55,9,1
619,49.0,Male,54279.0,6,460.64,1,1
620,54.0,Female,124787.0,35,230.39,2,1
621,29.0,Male,169960.0,8,615.9,5,1
622,66.0,Male,163702.0,31,256.59,3,0
623,30.0,Male,76063.0,10,579.74,2,0
624,40.0,Female,142896.0,7,362.41,1,0
625,42.0,Female,181216.0,32,824.43,3,1
626,52.0,Female,198233.0,22,,1,1
627,58.0,Female,197051.0,24,479.96,1,0
628,47.0,Female,112661.0,7,354.07,1,1
629,34.0,Female,153051.0,21,,8,0
630,66.0,Female,172261.0,3,,3,0
631,,Male,188672.0,39,,1,0
632,,Male,138257.0,2,213.01,7,0
633,42.0,Female,101205.0,28,89.26,3,1
634,39.0,Male,21910.0,28,469.36,8,0
635,30.0,Male,61857.0,33,484.72,4,0
636,36.0,Female,,33,841.7,4,0
637,66.0,Male,171299.0,27,,5,0
638,53.0,Male,152050.0,12,384.09,6,0
639,29.0,Male,96459.0,14,1618.72,7,0
640,58.0,Male,74765.0,22,824.51,4,0
641,36.0,Male,,25,387.69,8,0
642,29.0,Female,,3,461.83,6,0
643,26.0,Female,127990.0,25,,1,1
644,24.0,Female,84519.0,39,932.89,1,0
645,45.0,Male,24503.0,8,123.05,9,0
646,31.0,Female,110457.0,4,934.08,6,0
647,,Male,162977.0,31,685.45,8,0
648,69.0,Male,60838.0,19,533.91,7,0
649,36.0,Male,140200.0,10,37.5,6,1
650,64.0,Male,104489.0,14,478.22,4,1
651,33.0,Female,41806.0,31,410.71,7,1
652,22.0,Female,191072.0,27,165.41,9,0
653,52.0,Male,,21,,7,0
654,29.0,Female,85119.0,16,,1,1
655,42.0,Male,53714.0,25,564.38,9,0
656,69.0,Female,70419.0,6,716.18,4,0
657,38.0,Female,195217.0,25,73.11,3,1
658,53.0,Male,120432.0,24,420.58,4,0
659,40.0,Female,107949.0,9,120.78,4,0
660,33.0,Male,148533.0,18,614.73,2,0
661,56.0,Female,160363.0,10,938.79,1,0
662,62.0,Male,192876.0,12,663.47,1,0
663,59.0,Male,91971.0,7,81.42,8,0
664,56.0,Female,108471.0,39,357.89,2,0
665,31.0,Female,239838.0,3,1105.82,5,0
666,48.0,Male,,30,,4,0
667,22.0,Female,99080.0,27,,8,1
668,52.0,Female,,10,815.6,2,0
669,,Male,45841.0,0,613.77,9,0
670,46.0,Male,139447.0,37,376.59,7,0
671,60.0,Female,135029.0,23,259.06,7,1
672,28.0,Male,194830.0,30,110.34,1,0
673,35.0,Male,91272.0,25,358.12,2,0
674,64.0,Male,52643.0,4,416.11,4,0
675,29.0,Female,196480.0,19,677.44,4,1
676,26.0,Female,176850.0,10,1319.74,3,0
677,27.0,Male,115500.0,32,74.76,7,0
678,61.0,Female,174116.0,37,398.28,8,0
679,34.0,Male,140588.0,26,185.87,2,0
680,55.0,Female,30997.0,33,161.03,4,1
681,24.0,Male,94751.0,14,828.17,3,1
682,63.0,Male,113605.0,31,46.71,2,0
683,30.0,Female,169983.0,20,422.09,6,1
684,57.0,Male,70533.0,4,,4,0
685,,Female,292698.0,5,1759.86,6,0
686,26.0,Female,160643.0,37,559.26,2,0
687,67.0,Male,123255.0,21,235.22,4,0
688,44.0,Male,73005.0,17,504.92,6,1
689,19.0,Female,175623.0,13,1465.66,5,0
690,22.0,Male,38387.0,9,958.33,3,0
691,46.0,Male,108980.0,12,224.34,8,0
692,54.0,Male,,30,1773.5,7,0
693,55.0,Male,,29,934.63,3,0
694,36.0,Male,159129.0,2,916.84,6,0
695,25.0,Female,237084.0,29,1274.48,4,1
696,65.0,Female,134246.0,5,631.67,5,0
697,62.0,Male,,28,406.19,5,0
698,18.0,Male,170930.0,7,753.64,7,1
699,39.0,Male,194761.0,32,533.64,5,1
700,69.0,Female,59638.0,16,679.05,3,0
701,34.0,Male,192558.0,10,431.32,5,1
702,24.0,Female,35567.0,12,732.84,7,0
703,,Female,175811.0,10,825.35,5,0
704,62.0,Female,72804.0,30,150.7,5,0
705,21.0,Male,123821.0,27,833.77,9,1
706,53.0,Female,18754.0,5,542.6,3,0
707,23.0,Male,42044.0,15,845.44,6,0
708,48.0,Female,82260.0,3,434.15,1,0
709,36.0,Male,81912.0,34,382.15,5,1
710,61.0,Female,23706.0,25,915.49,8,0
711,56.0,Male,23894.0,11,254.91,5,0
712,44.0,Female,164109.0,10,844.99,9,0
713,27.0,Male,98986.0,36,486.6,6,1
714,43.0,Male,96942.0,24,516.52,8,1
715,36.0,Male,197684.0,17,,8,0
716,56.0,Male,44725.0,18,575.18,3,0
717,20.0,Female,151998.0,22,328.59,7,1
718,62.0,Female,119555.0,37,44.07,7,0
719,30.0,Male,24496.0,17,275.64,6,1
720,67.0,Female,71447.0,25,11.35,7,1
721,45.0,Male,116604.0,5,978.46,2,0
722,,Male,175878.0,3,965.92,9,0
723,45.0,Female,103199.0,28,398.18,1,0
724,25.0,Male,,33,729.73,1,0
725,58.0,Male,168728.0,16,349.08,3,0
726,56.0,Female,70147.0,15,672.74,3,0
727,,Male,106396.0,1,806.4,1,0
728,20.0,Male,587214.0,33,1894.04,7,0
729,30.0,Male,161361.0,7,806.42,4,0
730,45.0,Male,36727.0,12,784.38,2,0
731,,Female,110081.0,7,269.6,5,1
732,42.0,Female,413163.0,29,1980.76,6,0
733,,Female,,31,30.64,9,1
734,55.0,Male,149153.0,35,605.51,4,0
735,23.0,Male,180268.0,29,,2,0
736,61.0,Female,,0,689.61,5,1
737,62.0,Male,95102.0,38,124.79,3,0
738,49.0,Male,171570.0,16,938.84,2,0
739,,Male,91865.0,19,185.28,1,0
740,64.0,Male,177728.0,23,624.64,2,0
741,38.0,Female,82695.0,21,226.56,6,0
742,33.0,Female,183972.0,28,310.68,8,0
743,38.0,Female,132235.0,21,548.73,3,0
744,28.0,Male,,8,420.11,9,0
745,54.0,Female,123777.0,36,,9,0
746,53.0,Female,34033.0,9,175.08,2,0
747,52.0,Male,156877.0,35,421.05,8,0
748,36.0,Male,181923.0,36,758.5,5,0
749,37.0,Female,,27,,4,1
750,35.0,Female,130725.0,27,88.71,5,0
751,64.0,Female,160016.0,20,396.14,4,0
752,58.0,Female,,23,104.74,8,0
753,66.0,Male,55372.0,39,21.51,4,1
754,31.0,Female,104464.0,1,663.41,6,0
755,32.0,Female,484353.0,7,1208.88,2,1
756,48.0,Male,132322.0,26,167.2,5,0
757,18.0,Female,182823.0,21,237.64,6,0
758,20.0,Male,,36,28.59,5,1
759,33.0,Male,20110.0,26,835.77,2,0
760,40.0,Male,27087.0,28,974.82,7,0
761,28.0,Female,169834.0,2,139.78,4,1
762,29.0,Female,97617.0,12,235.32,8,1
763,27.0,Male,115483.0,9,869.07,7,0
764,49.0,Female,24596.0,35,926.83,7,0
765,33.0,Female,122539.0,8,,9,1
766,25.0,Male,33313.0,26,,1,0
767,55.0,Male,128175.0,33,44.19,6,1
768,29.0,Female,129914.0,0,576.08,6,0
769,41.0,Male,38705.0,31,395.93,6,0
770,,Female,88445.0,24,33.51,6,1
771,25.0,Female,118892.0,28,585.34,7,0
772,45.0,Female,17023.0,6,16.25,6,0
773,53.0,Female,134654.0,2,,1,0
774,,Male,95073.0,19,309.9,3,0
775,25.0,Male,107197.0,19,45.06,2,0
776,67.0,Male,79429.0,29,590.41,6,1
777,,Male,,34,801.4,8,0
778,45.0,Female,48848.0,34,973.93,3,0
779,,Female,183876.0,38,546.48,8,1
780,58.0,Male,161451.0,26,,8,0
781,53.0,Female,42766.0,25,710.89,5,0
782,44.0,Female,83099.0,13,275.13,8,0
783,34.0,Female,182132.0,16,904.72,6,1
784,26.0,Male,84122.0,17,377.85,5,0
785,,Male,162159.0,28,552.12,9,0
786,37.0,Male,63868.0,19,,7,0
787,30.0,Female,134119.0,26,428.99,8,0
788,45.0,Male,169297.0,17,833.2,1,0
789,65.0,Male,330858.0,3,,2,0
790,46.0,Male,21643.0,0,228.2,8,0
791,,Male,51727.0,0,229.95,9,1
792,,Male,157077.0,25,818.22,4,0
793,52.0,Male,372237.0,19,1861.5,9,0
794,23.0,Female,80697.0,22,99.88,4,0
795,35.0,Female,31029.0,9,452.81,9,0
796,68.0,Male,160298.0,10,340.77,7,0
797,22.0,Male,,4,871.34,2,0
798,64.0,Female,124458.0,0,88.11,9,0
799,42.0,Female,125384.0,16,215.07,4,1
800,19.0,Male,83926.0,21,753.71,8,0
801,,Male,152069.0,33,56.04,7,0
802,47.0,Male,70506.0,28,495.07,7,0
803,67.0,Male,93229.0,3,444.9,8,0
804,,Female,,4,337.73,1,0
805,22.0,Male,57092.0,10,397.6,5,0
806,,Male,77539.0,20,532.29,2,0
807,18.0,Male,167889.0,34,165.56,2,1
808,35.0,Male,183933.0,11,574.14,1,0
809,,Female,28428.0,25,806.41,5,0
810,64.0,Female,190006.0,18,761.36,2,0
811,66.0,Female,156330.0,6,158.13,4,0
812,28.0,Male,218325.0,6,307.0,3,0
813,,Male,20469.0,25,271.83,3,1
814,43.0,Female,43854.0,39,364.27,2,0
815,42.0,Male,152328.0,4,411.41,6,1
816,39.0,Male,91256.0,20,681.3,2,1
817,44.0,Female,180009.0,13,61.4,8,0
818,66.0,Female,114134.0,3,39.5,8,0
819,30.0,Female,147723.0,22,394.95,5,0
820,50.0,Female,196360.0,19,698.68,7,0
821,51.0,Male,99730.0,14,197.47,4,1
822,58.0,Male,171123.0,28,,1,0
823,52.0,Female,42386.0,7,263.53,2,1
824,,Male,162256.0,18,,4,0
825,38.0,Female,48787.0,38,896.21,1,1
826,65.0,Female,,27,300.8,8,1
827,23.0,Male,92984.0,26,233.84,9,0
828,45.0,Female,191325.0,3,414.25,4,0
829,34.0,Male,,14,244.33,3,0
830,,Male,194433.0,34,1348.04,2,1
831,48.0,Male,,36,826.93,5,1
832,22.0,Male,143046.0,0,674.73,3,1
833,55.0,Female,176326.0,2,825.23,7,0
834,20.0,Male,99045.0,23,400.01,6,0
835,,Female,131859.0,26,160.54,1,1
836,54.0,Female,481632.0,39,,8,0
837,54.0,Female,18471.0,35,363.67,2,1
838,27.0,Female,135312.0,33,,5,0
839,27.0,Male,154401.0,28,274.29,9,0
840,36.0,Male,180937.0,23,85.82,8,0
841,34.0,Female,61850.0,23,992.62,2,0
842,38.0,Female,69220.0,3,160.42,9,0
843,31.0,Male,108808.0,2,988.48,5,0
844,26.0,Female,152469.0,33,977.39,6,0
845,63.0,Male,181597.0,22,794.85,3,0
846,18.0,Female,68072.0,22,661.13,3,0
847,68.0,Male,98820.0,4,579.92,8,1
848,62.0,Female,38284.0,30,866.77,2,1
849,30.0,Female,,5,292.99,2,1
850,21.0,Male,40122.0,36,470.34,5,1
851,18.0,Female,145349.0,9,621.29,6,0
852,66.0,Female,85553.0,39,414.13,2,0
853,57.0,Male,109788.0,6,430.35,5,0
854,49.0,Female,77812.0,38,,7,1
855,51.0,Male,,37,566.41,8,0
856,,Male,37436.0,20,851.32,7,0
857,48.0,Female,,19,411.04,8,1
858,25.0,Female,148168.0,2,934.76,9,0
859,56.0,Female,171351.0,21,,5,0
860,43.0,Female,123899.0,3,824.16,5,0
861,51.0,Female,41201.0,27,558.41,4,0
862,20.0,Female,165787.0,11,,9,0
863,67.0,Female,175381.0,37,21.12,5,0
864,29.0,Male,161150.0,35,819.29,2,0
865,18.0,Female,20105.0,4,44.94,8,0
866,61.0,Male,132666.0,12,890.46,7,1
867,22.0,Female,,22,,8,1
868,47.0,Female,17839.0,29,297.6,3,0
869,47.0,Male,83920.0,36,214.27,4,1
870,34.0,Female,,24,766.54,5,0
871,65.0,Female,57821.0,26,256.76,6,0
872,64.0,Male,140736.0,13,866.23,1,0
873,40.0,Female,159565.0,35,,4,0
874,32.0,Female,32069.0,38,130.33,5,0
875,54.0,Female,22531.0,15,979.26,7,0
876,38.0,Male,183123.0,21,675.47,5,0
877,,Female,153808.0,20,847.65,1,1
878,19.0,Female,153782.0,20,327.71,7,0
879,28.0,Female,82155.0,7,678.1,8,0
880,68.0,Female,160047.0,15,596.27,7,0
881,56.0,Male,77424.0,30,605.13,4,0
882,55.0,Male,60603.0,9,684.12,8,0
883,51.0,Female,507972.0,31,1154.96,5,0
884,55.0,Female,147503.0,33,,9,0
885,67.0,Male,183553.0,8,279.54,5,1
886,51.0,Male,107573.0,16,769.74,1,0
887,35.0,Female,,10,230.14,9,1
888,47.0,Male,118302.0,31,693.89,5,0
889,32.0,Female,146234.0,9,237.17,6,0
890,44.0,Male,180814.0,21,627.2,4,0
891,68.0,Male,34675.0,16,748.34,6,0
892,51.0,Male,88997.0,3,,8,0
893,69.0,Male,163087.0,24,64.64,3,0
894,55.0,Female,196129.0,20,135.32,5,1
895,50.0,Male,178663.0,36,607.97,2,1
896,41.0,Male,,37,,2,0
897,32.0,Female,68688.0,0,99.54,7,0
898,47.0,Male,179044.0,24,735.48,6,0
899,,Male,194199.0,35,689.22,4,0
900,68.0,Female,56800.0,16,481.14,5,1
901,34.0,Male,,23,,1,1
902,22.0,Female,61041.0,1,670.62,7,1
903,46.0,Female,148715.0,39,468.01,8,0
904,21.0,Female,55785.0,14,18.61,9,0
905,27.0,Female,33681.0,31,86.19,8,0
906,34.0,Male,,38,,5,1
907,27.0,Female,118864.0,5,,3,0
908,34.0,Male,161964.0,0,633.22,9,0
909,37.0,Male,186897.0,22,858.54,6,0
910,41.0,Male,32073.0,38,550.4,5,1
911,22.0,Male,117304.0,16,178.77,3,0
912,51.0,Male,45682.0,33,299.45,6,0
913,23.0,Male,139302.0,28,665.51,3,1
914,19.0,Male,481083.0,8,1930.96,6,1
915,30.0,Male,130359.0,12,,4,0
916,60.0,Male,,5,890.93,2,0
917,60.0,Male,194402.0,5,579.0,8,1
918,65.0,Female,81707.0,19,,4,1
919,28.0,Female,80428.0,2,502.78,9,0
920,68.0,Female,,16,74.05,7,0
921,,Male,148611.0,11,94.43,2,0
922,40.0,Female,126487.0,0,602.91,4,1
923,33.0,Female,168741.0,16,344.25,5,0
924,48.0,Female,166716.0,2,917.68,3,0
925,28.0,Male,494451.0,25,819.12,9,0
926,33.0,Male,129684.0,14,,5,1
927,25.0,Male,180593.0,35,716.15,2,0
928,21.0,Male,137788.0,31,,3,0
929,57.0,Female,112239.0,31,527.84,9,0
930,21.0,Female,41928.0,3,699.34,7,0
931,42.0,Female,33322.0,17,900.76,2,0
932,20.0,Female,102896.0,18,793.23,9,1
933,,Male,77292.0,34,677.98,4,0
934,20.0,Male,44055.0,39,681.24,9,1
935,44.0,Male,57891.0,13,,2,0
936,46.0,Female,,32,299.34,4,0
937,49.0,Male,457980.0,13,12.22,5,0
938,67.0,Male,105536.0,33,275.59,2,0
939,68.0,Female,21304.0,3,221.8,1,0
940,36.0,Female,22345.0,23,663.53,7,1
941,38.0,Male,526116.0,28,1271.08,1,1
942,22.0,Male,,18,595.49,8,0
943,35.0,Male,106006.0,5,21.16,3,1
944,45.0,Male,161424.0,32,730.13,6,0
945,59.0,Male,,39,326.91,7,1
946,39.0,Male,179437.0,18,666.73,1,0
947,38.0,Female,34446.0,0,558.8,6,0
948,23.0,Female,17336.0,4,,7,1
949,18.0,Female,77032.0,26,138.9,6,0
950,22.0,Male,,15,98.95,4,0
951,58.0,Female,153593.0,5,832.36,1,0
952,,Male,169553.0,39,918.81,9,0
953,43.0,Male,33474.0,12,651.54,4,1
954,63.0,Female,192832.0,34,,7,0
955,51.0,Male,70718.0,18,405.02,7,1
956,66.0,Male,,11,730.29,2,0
957,31.0,Female,60232.0,15,780.92,1,0
958,43.0,Female,101544.0,9,122.63,8,1
959,62.0,Female,65669.0,24,5.03,8,0
960,44.0,Male,84184.0,19,713.58,7,1
961,26.0,Female,194017.0,30,,8,0
962,43.0,Female,,3,258.21,3,0
963,,Male,424404.0,22,35.66,2,0
964,39.0,Female,98457.0,1,542.6,7,0
965,64.0,Female,29357.0,21,,8,0
966,47.0,Female,126672.0,36,,1,1
967,60.0,Male,83673.0,7,567.92,9,0
968,65.0,Male,410019.0,6,1033.78,4,0
969,34.0,Male,,13,89.63,4,0
970,43.0,Male,111111.0,2,551.13,3,0
971,53.0,Female,93258.0,15,383.08,6,0
972,18.0,Male,158996.0,18,609.1,1,1
973,25.0,Male,84286.0,17,391.78,6,1
974,66.0,Female,108269.0,15,244.1,2,1
975,52.0,Female,89071.0,7,99.49,9,1
976,69.0,Female,45651.0,32,318.34,2,0
977,32.0,Male,85202.0,11,101.16,7,1
978,64.0,Male,63777.0,10,181.01,1,0
979,39.0,Male,163066.0,4,987.4,7,0
980,31.0,Female,82263.0,26,446.88,5,0
981,43.0,Female,,11,,8,0
982,45.0,Male,77400.0,16,1748.5,4,1
983,40.0,Female,52823.0,5,995.59,7,0
984,31.0,Female,78878.0,32,,6,1
985,41.0,Female,33708.0,4,,5,0
986,,Male,158891.0,27,330.31,4,0
987,62.0,Female,78870.0,13,309.22,7,1
988,43.0,Female,24283.0,4,405.69,5,0
989,31.0,Male,,32,674.14,5,0
990,,Male,,18,683.78,1,0
991,24.0,Female,177005.0,21,318.66,2,0
992,20.0,Female,20774.0,4,137.54,5,0
993,,Male,471165.0,1,1268.46,3,0
994,40.0,Male,111468.0,29,132.68,2,1
995,63.0,Female,111334.0,38,580.6,4,1
996,60.0,Female,33133.0,3,694.96,4,1
997,64.0,Female,161011.0,32,702.11,4,1
998,62.0,Female,15781.0,12,754.7,4,0
999,35.0,Male,129586.0,19,873.5,3,0
1000,55.0,Female,,6,502.46,7,0
1001,52.0,Female,21823.0,14,,9,0
1002,68.0,Male,33489.0,22,621.08,5,1
1003,32.0,Female,186033.0,13,190.71,4,0
1004,42.0,Male,44118.0,22,30.56,2,0
1005,54.0,Female,115417.0,18,288.12,2,0
1006,45.0,Female,96816.0,28,445.82,5,0
1007,,Male,168335.0,19,619.02,7,0
1008,56.0,Male,28565.0,28,850.71,9,0
1009,34.0,Female,166426.0,23,200.26,7,0
1010,56.0,Female,189023.0,17,129.92,5,0
1011,39.0,Female,106179.0,9,963.66,6,0
1012,43.0,Male,38648.0,7,112.5,3,0
1013,61.0,Female,196801.0,25,481.1,5,1
1014,42.0,Male,56971.0,28,587.64,8,0
1015,34.0,Male,33658.0,9,543.67,1,0
1016,30.0,Female,36253.0,16,90.6,1,1
1017,37.0,Male,194635.0,1,61.74,7,0
1018,42.0,Female,172462.0,5,109.96,5,1
1019,21.0,Female,,4,587.66,5,1
1020,27.0,Female,197650.0,27,546.62,1,0
1021,20.0,Female,118850.0,4,237.57,9,1
1022,58.0,Female,,17,639.59,1,1
1023,62.0,Male,152924.0,25,820.97,5,0
1024,,Male,148623.0,19,46.37,9,0
1025,64.0,Female,86947.0,26,500.64,4,1
1026,53.0,Female,76001.0,11,690.86,8,1
1027,64.0,Male,195231.0,6,256.05,6,0
1028,39.0,Male,137775.0,2,311.23,3,0
1029,51.0,Male,197779.0,9,,4,1
1030,64.0,Male,48243.0,33,898.45,2,0
1031,25.0,Female,167872.0,24,,1,0
1032,57.0,Female,90939.0,34,585.21,8,1
1033,66.0,Male,72828.0,15,731.57,1,0
1034,61.0,Female,153311.0,1,368.0,1,0
1035,36.0,Male,21710.0,23,642.76,4,1
1036,59.0,Female,167456.0,9,468.85,6,1
1037,58.0,Male,,37,193.99,9,0
1038,54.0,Female,186918.0,21,703.23,1,0
1039,23.0,Male,52991.0,25,558.68,7,0
1040,69.0,Male,153043.0,38,361.83,5,1
1041,43.0,Female,175211.0,26,911.78,8,0
1042,51.0,Male,100445.0,28,25.83,7,0
1043,,Female,95257.0,37,319.19,4,0
1044,23.0,Female,52711.0,19,,4,1
1045,54.0,Male,21530.0,26,767.69,6,0
1046,50.0,Female,,19,703.6,6,0
1047,39.0,Female,80794.0,18,334.7,9,0
1048,38.0,Female,146354.0,19,677.28,5,1
1049,23.0,Female,147970.0,34,398.96,8,0
1050,23.0,Female,19135.0,1,757.47,5,0
1051,65.0,Male,152701.0,29,456.91,2,0
1052,21.0,Female,124472.0,33,415.22,6,1
1053,47.0,Female,140147.0,21,935.06,9,0
1054,,Female,104087.0,2,254.62,3,0
1055,,Female,48380.0,5,,1,0
1056,48.0,Female,144951.0,14,586.62,1,1
1057,41.0,Male,96213.0,26,1938.96,3,0
1058,26.0,Female,35074.0,9,,5,1
1059,,Male,82843.0,8,66.73,3,1
1060,68.0,Male,,32,342.61,9,0
1061,48.0,Male,26205.0,31,,8,0
1062,57.0,Male,139661.0,5,166.11,3,0
1063,54.0,Female,20906.0,35,659.81,9,0
1064,53.0,Male,148663.0,1,997.76,6,0
1065,,Male,140576.0,28,454.48,7,0
1066,48.0,Female,77987.0,3,357.95,4,1
1067,23.0,Female,95685.0,0,403.7,4,0
1068,19.0,Female,125454.0,18,119.57,2,1
1069,37.0,Male,120487.0,25,883.86,5,0
1070,45.0,Female,69400.0,24,417.75,8,0
1071,28.0,Female,171222.0,9,390.34,7,1
1072,21.0,Male,46852.0,14,661.39,7,0
1073,32.0,Female,566826.0,21,889.64,6,1
1074,,Female,67756.0,20,649.99,3,0
1075,66.0,Female,,21,66.14,5,0
1076,47.0,Female,134052.0,35,814.65,1,1
1077,55.0,Male,71481.0,33,940.8,7,0
1078,68.0,Female,16283.0,29,650.52,9,0
1079,19.0,Female,48691.0,24,954.79,1,1
1080,32.0,Male,147197.0,27,155.68,2,0
1081,28.0,Female,41170.0,0,480.03,3,1
1082,25.0,Male,,3,603.8,3,1
1083,,Female,35095.0,6,583.83,8,1
1084,,Male,,8,404.45,7,0
1085,62.0,Male,154076.0,35,341.39,6,0
1086,61.0,Male,24752.0,18,131.19,4,1
1087,22.0,Male,70426.0,0,394.78,9,0
1088,23.0,Female,41819.0,9,166.85,1,0
1089,43.0,Male,,35,735.69,2,0
1090,21.0,Female,510867.0,8,425.58,4,0
1091,36.0,Male,47994.0,31,63.27,3,1
1092,37.0,Male,161108.0,31,554.6,1,1
1093,50.0,Male,112756.0,5,597.25,5,0
1094,37.0,Female,195488.0,37,872.55,7,0
1095,66.0,Male,155659.0,16,579.1,2,1
1096,29.0,Female,110665.0,9,348.75,5,0
1097,64.0,Female,146717.0,26,804.0,6,1
1098,18.0,Female,177002.0,34,,7,0
1099,43.0,Female,96835.0,20,83.88,1,0
1100,31.0,Female,,24,568.02,7,0
1101,55.0,Female,176162.0,27,908.48,4,1
1102,54.0,Female,198214.0,14,399.33,8,0
1103,28.0,Female,172547.0,3,299.84,4,0
1104,53.0,Female,164960.0,28,147.75,6,0
1105,30.0,Male,58732.0,8,155.69,9,1
1106,60.0,Male,61305.0,26,435.61,5,1
1107,20.0,Male,192109.0,25,597.7,4,0
1108,50.0,Male,24346.0,18,85.21,8,0
1109,23.0,Male,15587.0,27,939.87,9,0
1110,67.0,Female,27763.0,16,756.36,4,0
1111,27.0,Female,84615.0,19,,3,0
1112,22.0,Female,182188.0,39,829.3,8,0
1113,40.0,Female,135987.0,38,84.79,5,0
1114,27.0,Female,106353.0,22,479.45,2,0
1115,61.0,Female,110648.0,31,631.94,9,0
1116,19.0,Female,40556.0,32,829.51,3,1
1117,30.0,Male,74042.0,4,784.55,2,0
1118,57.0,Male,33099.0,33,280.68,1,0
1119,19.0,Male,124089.0,39,941.18,8,0
1120,,Male,191168.0,10,128.72,3,0
1121,18.0,Female,159302.0,2,875.76,7,0
1122,54.0,Female,175081.0,32,971.09,1,1
1123,26.0,Female,48866.0,10,181.27,1,0
1124,34.0,Male,120400.0,15,723.46,9,0
1125,26.0,Female,99246.0,17,45.08,8,0
1126,28.0,Female,91975.0,29,408.4,3,1
1127,32.0,Female,187927.0,9,518.7,6,0
1128,41.0,Male,96557.0,17,582.74,3,0
1129,55.0,Female,152488.0,37,936.26,4,0
1130,52.0,Male,87516.0,18,673.89,1,0
1131,47.0,Male,,35,483.87,5,1
1132,48.0,Male,186790.0,12,810.63,1,1
1133,66.0,Male,47602.0,2,950.78,1,0
1134,22.0,Female,173588.0,9,26.96,7,0
1135,,Male,144295.0,37,982.61,6,1
1136,67.0,Male,102969.0,0,90.7,2,0
1137,31.0,Female,147161.0,26,815.31,2,0
1138,28.0,Female,183418.0,7,283.93,7,1
1139,26.0,Male,156559.0,16,136.52,1,1
1140,51.0,Female,15155.0,8,442.66,2,0
1141,29.0,Male,138950.0,5,645.74,8,0
1142,52.0,Male,82494.0,24,384.05,6,0
1143,52.0,Male,91229.0,38,59.29,2,1
1144,18.0,Male,,27,601.46,7,0
1145,57.0,Female,53547.0,32,902.89,4,0
1146,39.0,Male,43795.0,36,386.3,2,0
1147,46.0,Female,36447.0,8,,6,0
1148,25.0,Female,182670.0,17,445.36,9,0
1149,,Female,187886.0,20,53.12,9,0
1150,58.0,Female,102960.0,1,821.39,8,0
1151,54.0,Male,,37,827.21,3,0
1152,,Female,70077.0,39,,3,1
1153,47.0,Male,127782.0,35,,2,0
1154,52.0,Female,117932.0,36,800.78,5,1
1155,38.0,Female,155600.0,14,556.91,4,1
1156,54.0,Male,196172.0,27,826.8,7,0
1157,22.0,Male,124869.0,17,633.3,4,0
1158,36.0,Male,154251.0,33,785.48,9,1
1159,,Female,63781.0,21,600.57,2,0
1160,43.0,Female,170024.0,10,417.07,6,0
1161,21.0,Male,68798.0,12,958.16,7,0
1162,42.0,Male,113696.0,3,543.41,4,0
1163,62.0,Male,65939.0,21,607.06,6,1
1164,59.0,Male,,6,224.39,7,1
1165,42.0,Female,,23,627.52,4,1
1166,35.0,Male,,3,573.75,8,0
1167,57.0,Male,141688.0,27,188.91,9,0
1168,25.0,Male,101661.0,14,64.29,1,0
1169,56.0,Male,87954.0,0,606.34,7,0
1170,57.0,Female,37746.0,2,764.87,9,0
1171,31.0,Male,82990.0,13,525.78,5,0
1172,49.0,Female,73810.0,37,,2,0
1173,68.0,Male,133362.0,0,668.19,6,0
1174,55.0,Male,161295.0,37,,7,0
1175,50.0,Female,148669.0,37,444.62,2,0
1176,40.0,Male,17659.0,20,167.55,2,0
1177,32.0,Female,101516.0,28,188.54,1,0
1178,50.0,Female,89567.0,4,206.28,4,0
1179,42.0,Male,30037.0,9,389.77,7,1
1180,34.0,Female,141498.0,27,55.89,9,1
1181,50.0,Female,192810.0,20,400.8,3,1
1182,64.0,Female,27109.0,6,514.15,7,0
1183,,Female,,2,485.88,7,0
1184,31.0,Female,23787.0,19,385.87,7,0
1185,,Female,154544.0,18,839.95,2,1
1186,57.0,Female,169455.0,34,149.6,6,0
1187,68.0,Female,,3,508.17,2,1
1188,56.0,Male,49518.0,4,66.73,6,0
1189,68.0,Male,68909.0,0,75.8,3,1
1190,23.0,Female,33351.0,3,,2,1
1191,23.0,Male,199402.0,11,568.19,6,0
1192,20.0,Female,30282.0,26,878.64,2,0
1193,24.0,Female,167850.0,22,560.08,5,0
1194,68.0,Male,170336.0,24,959.99,2,0
1195,,Female,20075.0,20,53.45,3,0
1196,59.0,Female,194526.0,23,102.52,3,0
1197,69.0,Female,,24,48.85,6,0
1198,32.0,Female,194272.0,31,189.35,6,0
1199,64.0,Male,26002.0,31,543.56,3,0
1200,46.0,Female,28947.0,4,647.34,3,0
