customer_id,loan_amount,loan_purpose,transaction_count,spending_ratio
CUST00667,22825.42,Education,23,35.5436
CUST00668,52282.24,Education,38,36.8007
CUST00669,59328.0,Home,31,56.9477
CUST00670,119643.35,Home,17,35.0412
CUST00671,56998.02,Home,49,3.6969
CUST00672,15443.41,Car,49,39.5416
CUST00673,7274.98,Car,3,31.8129
CUST00674,21105.16,Education,26,39.4623
CUST00675,85224.52,Home,13,8.3265
CUST00676,23207.36,Business,44,17.8175
CUST00677,12752.07,Education,38,38.219
CUST00678,43534.51,Car,22,19.6544
CUST00679,44439.99,Home,21,67.6321
CUST00680,16096.55,Home,29,39.6965
CUST00681,24225.55,Car,45,12.6303
CUST00682,40964.5,Home,46,19.8367
CUST00683,65959.04,Car,39,27.5679
CUST00684,21609.8,Education,5,26.3536
CUST00685,19256.79,Education,14,20.942
CUST00686,167718.75,Home,18,37.9035
CUST00687,275056.33,Car,4,44.726
CUST00688,44335.79,Education,33,34.8672
CUST00689,61003.83,Other,39,32.4633
CUST00690,8694.89,Business,20,21.4003
CUST00691,35781.22,Education,13,7.6194
CUST00692,9734.46,Car,36,9.1465
CUST00693,32708.1,Car,45,26.8359
CUST00694,108934.18,Other,4,47.0948
CUST00695,16337.61,Home,35,47.7665
CUST00696,9574.56,Other,8,26.5112
CUST00697,164414.94,Business,40,16.947
CUST00698,14506.53,Business,49,60.0134
CUST00699,10950.46,Home,47,27.5732
CUST00700,132617.62,Education,36,14.0037
CUST00701,14056.27,Education,6,43.6048
CUST00702,649936.31,Home,22,19.0471
CUST00703,45219.0,Car,6,31.3441
CUST00704,101434.21,Other,42,6.6359
CUST00705,42144.23,Education,36,18.6114
CUST00706,86142.82,Car,9,46.1777
CUST00707,17417.68,Home,16,14.184
CUST00708,22228.22,Business,39,9.1984
CUST00709,6684.79,Business,46,39.8986
CUST00710,79017.54,Education,38,51.3167
CUST00711,50800.2,Education,33,25.0563
CUST00712,16222.27,Car,18,14.3561
CUST00713,8963.16,Education,12,34.546
CUST00714,45499.22,Home,27,12.6805
CUST00715,138796.43,Other,47,16.8756
CUST00716,32520.67,Education,1,52.8245
CUST00717,21444.92,Car,15,43.5089
CUST00718,17160.07,Car,47,46.8026
CUST00719,98664.35,Business,27,24.2262
CUST00720,19469.45,Home,16,51.2543
CUST00721,26985.55,Car,21,11.4126
CUST00722,83565.66,Business,1,25.6594
CUST00723,60475.0,Car,29,23.6909
CUST00724,27824.51,Business,3,4.8279
CUST00725,20760.73,Home,12,29.305
CUST00726,117296.79,Business,28,14.338
CUST00727,14867.07,Home,39,45.7489
CUST00728,30692.45,Home,37,34.3003
CUST00729,10886.72,Other,31,49.3953
CUST00730,94004.11,Education,31,50.5089
CUST00731,149474.57,Car,33,41.167
CUST00732,20749.96,Home,33,14.2786
CUST00733,61656.26,Education,47,29.5318
CUST00734,11609.6,Education,40,17.6519
CUST00735,60373.47,Other,11,15.2779
CUST00736,27216.15,Other,46,10.7836
CUST00737,13846.12,Education,29,25.8657
CUST00738,16445.21,Car,25,16.3281
CUST00739,21007.61,Education,13,34.592
CUST00740,25457.48,Business,44,40.9891
CUST00741,13921.35,Home,19,5.5892
CUST00742,45963.96,Car,36,23.9649
CUST00743,13632.64,Home,28,8.6005
CUST00744,5474.75,Home,4,48.6141
CUST00745,168669.37,Home,3,50.418
CUST00746,42546.04,Education,38,18.9051
CUST00747,181242.88,Business,37,13.7037
CUST00748,15757.51,Education,43,48.7505
CUST00749,53307.68,Car,25,60.586
CUST00750,74286.68,Home,41,27.0557
CUST00751,31210.91,Education,35,10.5784
CUST00752,11435.07,Car,29,13.0516
CUST00753,29390.16,Education,41,16.63
CUST00754,59941.09,Other,29,25.0705
CUST00755,58138.09,Home,12,28.8372
CUST00756,36268.22,Home,35,38.9893
CUST00757,74446.08,Education,20,7.4133
CUST00758,581974.24,Other,17,25.2497
CUST00759,23886.43,Business,12,7.7249
CUST00760,10760.79,Other,36,10.0358
CUST00761,42291.74,Car,10,31.0611
CUST00762,19984.05,Other,18,21.8932
CUST00763,40741.35,Home,30,21.0832
CUST00764,106555.78,Home,8,30.0859
CUST00765,51533.82,Other,41,35.5591
CUST00766,102437.13,Other,13,17.3133
CUST00767,16168.43,Home,31,19.4368
CUST00768,86678.8,Home,6,36.6008
CUST00769,138867.89,Home,7,30.6923
CUST00770,38233.13,Home,21,62.0691
CUST00771,232731.97,Home,38,20.6584
CUST00772,18289.0,Other,43,47.5014
CUST00773,21784.04,Business,49,40.3474
CUST00774,61080.53,Business,28,32.6062
CUST00775,37932.84,Business,44,38.6549
CUST00776,20043.78,Education,21,53.677
CUST00777,59592.4,Business,21,7.3207
CUST00778,48263.61,Education,24,2.4741
CUST00779,22719.5,Car,27,12.5698
CUST00780,42245.0,Education,27,14.2126
CUST00781,66650.67,Education,13,43.1613
CUST00782,22319.88,Business,29,33.3058
CUST00783,54918.01,Other,39,37.5776
CUST00784,18148.9,Car,28,23.0637
CUST00785,21182.71,Business,37,18.5064
CUST00786,88368.41,Home,29,27.2703
CUST00787,59337.52,Business,48,16.5101
CUST00788,8026.71,Car,22,37.3786
CUST00789,26919.88,Home,36,37.103
CUST00790,53731.65,Car,30,21.8824
CUST00791,40582.51,Education,28,20.3047
CUST00792,59549.51,Home,23,9.5141
CUST00793,39846.32,Other,33,21.5461
CUST00794,32660.51,Home,4,47.556
CUST00795,31871.59,Other,3,46.9554
CUST00796,86937.39,Business,32,20.5618
CUST00797,63319.69,Car,4,4.0762
CUST00798,50201.24,Car,1,33.2495
CUST00799,38990.23,Business,12,15.5265
CUST00800,23410.62,Education,13,44.058
CUST00801,28412.86,Business,34,31.7597
CUST00802,85113.16,Car,29,54.4375
CUST00803,78936.74,Education,9,36.2087
CUST00804,21614.98,Other,31,27.7255
CUST00805,39337.59,Home,7,10.9601
CUST00806,54109.98,Car,13,20.0749
CUST00807,51356.54,Car,2,37.5028
CUST00808,51041.08,Business,33,36.6438
CUST00809,14918.24,Business,7,22.5815
CUST00810,14225.8,Car,18,16.7471
CUST00811,92610.31,Home,8,56.0007
CUST00812,121445.41,Home,12,6.0894
CUST00813,11100.92,Car,43,9.1903
CUST00814,35517.89,Car,30,22.4223
CUST00815,69650.19,Other,9,67.8912
CUST00816,6229.04,Education,28,40.6593
CUST00817,15387.79,Car,4,38.8812
CUST00818,33733.35,Other,39,41.1941
CUST00819,22521.13,Education,17,72.6513
CUST00820,42929.51,Education,11,35.0651
CUST00821,117757.84,Home,2,9.309
CUST00822,18356.92,Car,23,49.3946
CUST00823,37805.82,Other,22,8.8831
CUST00824,27561.17,Education,26,7.0493
CUST00825,40501.42,Car,12,35.3407
CUST00826,36484.4,Education,32,9.2592
CUST00827,299466.72,Other,9,14.7714
CUST00828,119570.56,Car,43,59.2929
CUST00829,10252.24,Education,5,40.8857
CUST00830,17674.75,Other,26,4.5547
CUST00831,19491.12,Home,7,14.2681
CUST00832,13528.85,Business,29,26.6786
CUST00833,12152.74,Education,33,14.1006
CUST00834,31486.27,Business,24,34.1228
CUST00835,20095.48,Car,25,28.8599
CUST00836,17807.32,Car,31,26.9526
CUST00837,182842.28,Business,29,34.4989
CUST00838,21232.7,Home,5,16.4515
CUST00839,25475.33,Car,38,19.4069
CUST00840,65720.43,Home,45,33.2112
CUST00841,25406.93,Home,11,73.4402
CUST00842,14292.09,Other,32,47.0214
CUST00843,29544.36,Car,8,32.6932
CUST00844,181132.98,Other,20,17.4193
CUST00845,24707.11,Home,34,41.2134
CUST00846,17511.04,Education,47,14.7816
CUST00847,50827.06,Home,42,9.4118
CUST00848,28431.94,Business,8,7.0279
CUST00849,324874.85,Business,2,31.4752
CUST00850,86828.92,Home,21,64.4109
CUST00851,145362.31,Other,15,25.3626
CUST00852,92107.5,Home,6,20.8726
CUST00853,26766.97,Education,5,33.8721
CUST00854,36213.52,Other,3,15.9577
CUST00855,15932.18,Other,43,7.1832
CUST00856,23605.78,Other,43,7.1639
CUST00857,26615.35,Car,16,26.2511
CUST00858,41203.68,Home,35,63.4385
CUST00859,11729.42,Home,9,27.5661
CUST00860,46592.17,Education,35,17.9034
CUST00861,32315.6,Business,19,38.166
CUST00862,49935.44,Home,43,10.8403
CUST00863,56265.98,Business,46,47.7877
CUST00864,30310.57,Car,34,38.3214
CUST00865,53667.25,Car,39,33.7697
CUST00866,33869.12,Business,10,40.6891
CUST00867,65826.54,Education,10,17.3773
CUST00868,46765.48,Business,20,22.9191
CUST00869,41975.16,Home,1,20.6819
CUST00870,33457.9,Business,6,52.6988
CUST00871,102401.1,Home,46,33.056
CUST00872,50218.97,Home,2,16.4468
CUST00873,12617.37,Business,38,4.726
CUST00874,24895.43,Other,33,23.137
CUST00875,30246.39,Car,3,36.2228
CUST00876,36282.89,Car,36,39.6491
CUST00877,41829.87,Education,13,36.7544
CUST00878,17062.3,Home,35,32.7768
CUST00879,34392.77,Business,15,29.7263
CUST00880,28245.88,Business,45,34.3532
CUST00881,456172.79,Home,22,25.1317
CUST00882,16381.98,Education,43,44.6534
CUST00883,35814.11,Business,4,12.8721
CUST00884,20987.7,Car,17,12.4341
CUST00885,161199.29,Education,5,16.7144
CUST00886,907596.96,Home,21,29.5557
CUST00887,9760.64,Education,24,15.9121
CUST00888,19206.98,Home,31,41.6897
CUST00889,72892.33,Business,40,6.0622
CUST00890,52356.24,Car,30,46.5509
CUST00891,51059.42,Car,42,35.3502
CUST00892,42305.91,Business,7,53.5168
CUST00893,77727.15,Home,49,40.3696
CUST00894,67831.45,Car,7,17.0912
CUST00895,28783.43,Car,27,23.5563
CUST00896,13913.2,Car,24,21.9612
CUST00897,9395.14,Other,19,43.4553
CUST00898,33425.99,Business,41,32.3689
CUST00899,8333.83,Home,34,3.6195
CUST00900,44391.24,Business,22,9.432
CUST00901,28383.83,Education,27,28.7151
CUST00902,171979.2,Other,6,44.7905
CUST00903,47786.74,Car,10,46.651
CUST00904,35476.29,Education,45,33.6475
CUST00905,9967.29,Education,31,43.1984
CUST00906,13228.69,Education,25,56.9025
CUST00907,62635.24,Education,2,42.8913
CUST00908,28269.05,Home,10,44.4729
CUST00909,276039.87,Business,10,32.178
CUST00910,33981.07,Education,26,5.8378
CUST00911,41570.16,Other,5,34.4468
CUST00912,83559.83,Car,22,47.3592
CUST00913,77493.18,Business,4,8.0357
CUST00914,17316.64,Other,34,21.8181
CUST00915,55244.81,Business,7,6.0798
CUST00916,69524.51,Other,17,29.1475
CUST00917,304218.54,Business,11,39.225
CUST00918,148090.19,Car,8,27.6079
CUST00919,22279.84,Education,28,24.3968
CUST00920,138750.44,Home,44,5.8647
CUST00921,13137.73,Education,33,18.6488
CUST00922,68818.15,Home,25,50.3612
CUST00923,32405.04,Business,21,46.2144
CUST00924,20609.22,Education,12,30.0023
CUST00925,9614.01,Car,26,2.1873
CUST00926,29479.92,Car,29,55.7419
CUST00927,28027.68,Other,38,34.9601
CUST00928,41702.86,Home,35,18.1162
CUST00929,64851.28,Home,37,21.1191
CUST00930,19019.63,Home,46,36.2625
CUST00931,148243.9,Other,44,27.4929
CUST00932,23604.02,Other,45,30.2127
CUST00933,58791.65,Business,45,4.9667
CUST00934,39031.88,Other,29,17.0411
CUST00935,30977.99,Home,49,14.2868
CUST00936,287205.97,Other,24,3.264
CUST00937,17116.02,Home,15,14.2122
CUST00938,26634.09,Home,6,19.9609
CUST00939,12434.07,Home,32,10.2216
CUST00940,23402.16,Education,44,17.2626
CUST00941,25000.88,Business,34,45.5301
CUST00942,71408.85,Car,36,66.2874
CUST00943,27846.42,Other,20,5.3403
CUST00944,25375.38,Car,12,26.5522
CUST00945,43305.38,Home,35,40.2731
CUST00946,41968.81,Education,49,46.1973
CUST00947,22633.07,Business,38,45.4072
CUST00948,49780.7,Business,17,53.3263
CUST00949,31479.2,Education,27,26.3629
CUST00950,22603.71,Education,17,55.2475
CUST00951,24431.22,Car,11,10.0614
CUST00952,77612.25,Education,39,18.2309
CUST00953,25025.68,Other,2,17.4275
CUST00954,44752.4,Home,2,11.5662
CUST00955,13017.89,Other,29,14.0485
CUST00956,88631.62,Education,45,4.4331
CUST00957,22779.23,Car,24,7.882
CUST00958,50022.67,Other,24,49.2459
CUST00959,29695.34,Education,16,27.2656
CUST00960,49566.34,Car,31,45.4004
CUST00961,51779.63,Home,49,25.3968
CUST00962,32346.77,Home,43,10.6299
CUST00963,8161.87,Business,9,33.8838
CUST00964,86925.97,Education,27,10.694
CUST00965,32470.19,Other,41,54.3617
CUST00966,48747.29,Home,14,51.655
CUST00967,63156.75,Home,45,24.3836
CUST00968,25191.47,Home,25,7.4139
CUST00969,54924.15,Education,43,32.3467
CUST00970,19968.64,Other,44,8.065
CUST00971,49515.17,Business,22,29.8986
CUST00972,36892.45,Car,35,39.0153
CUST00973,25900.15,Other,33,23.1522
CUST00974,37706.72,Business,27,33.5975
CUST00975,15612.78,Home,40,51.4489
CUST00976,46501.13,Business,26,12.985
CUST00977,50526.72,Car,19,12.5197
CUST00978,47882.82,Home,45,31.0141
CUST00979,120781.29,Home,39,61.5191
CUST00980,33658.5,Education,45,19.493
CUST00981,35564.45,Car,26,19.8602
CUST00982,14239.63,Car,6,57.4587
CUST00983,127768.54,Home,3,23.6489
CUST00984,10954.28,Business,6,20.3045
CUST00985,43601.68,Other,28,4.4933
CUST00986,22207.27,Business,3,23.5059
CUST00987,381388.63,Car,13,14.5797
CUST00988,12753.39,Home,13,14.3394
CUST00989,74111.85,Home,13,23.3523
CUST00990,16913.31,Home,1,23.6161
CUST00991,92318.75,Education,40,8.8122
CUST00992,17290.49,Education,37,28.0376
CUST00993,79234.73,Business,31,16.3877
CUST00994,18680.36,Business,17,40.4462
CUST00995,22210.32,Car,9,31.8956
CUST00996,36261.91,Car,45,13.0978
CUST00997,18428.59,Business,13,41.5562
CUST00998,17999.5,Car,37,16.3216
CUST00999,18600.19,Home,14,37.7159
CUST01000,46867.72,Car,11,23.0542
